"cost"	"SCP"	"source"
"101"	1947.22453705864	12890.7075616521	"nat_gas_flaring"
"102"	1948.91208061154	12923.1135953288	"nat_gas_flaring"
"103"	1949.01425956597	12955.511265411	"nat_gas_flaring"
"104"	1949.06536524659	12987.9047536959	"nat_gas_flaring"
"105"	1949.07322861812	13020.2975986274	"nat_gas_flaring"
"106"	1950.19638101439	13052.5987656959	"nat_gas_flaring"
"107"	1952.27070871019	13084.7317280115	"nat_gas_flaring"
"108"	1952.48373081432	13148.9756951348	"nat_gas_emissions"
"109"	1953.19195264536	13181.0344144652	"nat_gas_flaring"
"110"	1954.36651628473	13245.0231625189	"nat_gas_flaring"
"111"	1955.37738572835	13276.9068775874	"nat_gas_emissions"
"112"	1956.12689640899	13340.5684337562	"nat_gas_flaring"
"113"	1956.13944402848	13372.3914927271	"nat_gas_flaring"
"114"	1958.49150876276	13435.7468830553	"nat_gas_flaring"
"115"	1958.7541364395	13467.3632556581	"nat_gas_emissions"
"116"	1966.86333680887	13686.78045042	"nat_gas_flaring"
"117"	1967.05577249479	13779.7260556107	"nat_gas_flaring"
"118"	1968.31641233804	13810.6049612633	"nat_gas_flaring"
"119"	1968.84598329777	13841.4438503329	"nat_gas_flaring"
"120"	1969.6510051367	13872.2220711745	"nat_gas_flaring"
"121"	1970.49123132794	13902.9371790452	"nat_gas_flaring"
"122"	1973.49264595393	13964.0986857625	"nat_gas_flaring"
"123"	1975.85107710106	14024.8140158814	"nat_gas_flaring"
"124"	1975.99266552126	14055.1210768425	"nat_gas_flaring"
"125"	1976.33188535517	14085.4032686233	"nat_gas_emissions"
"126"	1978.0425209085	14115.5605569071	"nat_gas_flaring"
"127"	1979.12476690763	14145.6392595701	"nat_gas_flaring"
"128"	1982.99020937237	14235.3839378723	"nat_gas_flaring"
"129"	1983.22561246031	14265.1678881638	"nat_gas_flaring"
"130"	1985.80304979477	14354.1537174121	"nat_gas_flaring"
"131"	1986.16882261073	14383.7290281879	"nat_gas_flaring"
"132"	1986.33028620563	14413.2929624345	"nat_gas_emissions"
"133"	1986.77829718441	14442.825367914	"nat_gas_emissions"
"134"	1994.48852526826	14618.4475820271	"nat_gas_flaring"
"135"	1994.77339932001	14647.4264720107	"nat_gas_flaring"
"136"	1995.32990016999	14676.3674684775	"nat_gas_flaring"
"137"	1997.5912814785	14705.1553146616	"nat_gas_flaring"
"138"	1997.60416219076	14733.9422923186	"nat_gas_flaring"
"139"	2000.70104808573	14762.5216919932	"nat_gas_flaring"
"140"	2000.90630638906	14791.0874204074	"nat_gas_flaring"
"141"	2002.1179482862	14819.5726653082	"nat_gas_flaring"
"142"	2002.53328667093	14848.0304068501	"nat_gas_flaring"
"143"	2005.66083443367	14876.2824361345	"nat_gas_flaring"
"144"	2007.77337341164	14932.626140929	"nat_gas_emissions"
"145"	2009.03915330758	14960.6586901926	"nat_gas_flaring"
"146"	2010.15723706835	14988.6192160403	"nat_gas_flaring"
"147"	2010.50275348645	15016.5575461948	"nat_gas_flaring"
"148"	2010.73585560197	15044.4809183822	"nat_gas_flaring"
"149"	2011.12016995003	15072.3796581082	"nat_gas_emissions"
"150"	2011.81630847794	15100.2338698025	"nat_gas_flaring"
"151"	2012.88448651638	15128.0199825367	"nat_gas_flaring"
"152"	2014.14891948544	15183.4569602189	"nat_gas_flaring"
"153"	2014.14891948544	15211.1628146134	"nat_gas_flaring"
"154"	2014.14891948544	15238.8686690079	"nat_gas_flaring"
"155"	2017.30587054333	15321.7383740296	"nat_gas_flaring"
"156"	2018.38430491187	15349.1781438926	"nat_gas_emissions"
"157"	2019.91071150204	15403.9618758482	"nat_gas_flaring"
"158"	2020.26162498106	15431.2850429715	"nat_gas_emissions"
"159"	2021.85320101331	15458.5099906811	"nat_gas_flaring"
"160"	2025.10128245375	15485.5362810921	"nat_gas_emissions"
"161"	2025.37523609632	15512.5459249277	"nat_gas_emissions"
"162"	2025.56482509594	15566.5422583874	"nat_gas_flaring"
"163"	2027.89924067243	15593.3993214011	"nat_gas_emissions"
"164"	2030.0463673096	15673.6557317699	"nat_gas_flaring"
"165"	2030.24095459689	15700.3724946093	"nat_gas_flaring"
"166"	2030.58204342434	15753.7827070066	"nat_gas_emissions"
"167"	2032.50639922898	15806.9549943096	"nat_gas_flaring"
"168"	2032.83009398625	15833.5180278482	"nat_gas_flaring"
"169"	2038.20831412149	15965.4880022888	"nat_gas_flaring"
"170"	2038.25772253696	15991.7334444093	"nat_gas_flaring"
"171"	2039.86916496106	16017.8857932893	"nat_gas_flaring"
"172"	2042.33730529035	16069.9187304433	"nat_gas_flaring"
"173"	2042.49004106559	16095.920824131	"nat_gas_flaring"
"174"	2042.88946731491	16121.9001431074	"nat_gas_flaring"
"175"	2043.95175264774	16173.7616611973	"nat_gas_flaring"
"176"	2045.68509537101	16199.5824900575	"nat_gas_flaring"
"177"	2046.3296718881	16225.367001617	"nat_gas_flaring"
"178"	2049.89674707348	16250.9520414471	"nat_gas_flaring"
"179"	2050.23678033364	16276.5181988542	"nat_gas_flaring"
"180"	2050.33510904388	16302.0789002241	"nat_gas_emissions"
"181"	2050.92854426809	16327.6067137671	"nat_gas_flaring"
"182"	2052.92983064074	16378.4494319721	"nat_gas_flaring"
"183"	2052.99538115065	16403.8632432882	"nat_gas_flaring"
"184"	2053.45173088341	16429.2519959885	"nat_gas_flaring"
"185"	2055.65833830876	16479.8882720893	"nat_gas_flaring"
"186"	2059.48229450098	16530.1298623995	"nat_gas_flaring"
"187"	2061.54102510122	16580.0861014356	"nat_gas_flaring"
"188"	2061.94006460319	16605.0160466411	"nat_gas_flaring"
"189"	2062.57872304305	16629.9120227858	"nat_gas_flaring"
"190"	2064.62647365974	16654.6995938784	"nat_gas_flaring"
"191"	2064.64639019246	16679.4861144263	"nat_gas_emissions"
"192"	2067.08482264373	16704.1445644866	"nat_gas_flaring"
"193"	2070.62538743846	16753.2166380942	"nat_gas_flaring"
"194"	2070.8066477296	16777.6816961151	"nat_gas_flaring"
"195"	2072.98253193042	16826.4435928077	"nat_gas_flaring"
"196"	2073.29974160986	16850.7804948263	"nat_gas_flaring"
"197"	2073.47800370348	16899.4363706482	"nat_gas_emissions"
"198"	2075.05663907658	16947.9360138671	"nat_gas_flaring"
"199"	2075.37866057375	16972.1668912414	"nat_gas_flaring"
"200"	2077.34763794309	17044.6166198348	"nat_gas_flaring"
"201"	2080.87666849584	17116.6767645658	"nat_gas_flaring"
"202"	2081.11866873372	17140.61880842	"nat_gas_flaring"
"203"	2081.33990625996	17164.5498330775	"nat_gas_emissions"
"204"	2085.30153664666	17212.0277933027	"nat_gas_flaring"
"205"	2086.59645095329	17235.6994357126	"nat_gas_flaring"
"206"	2087.05856274897	17259.3484964173	"nat_gas_flaring"
"207"	2088.81088255997	17306.4949991427	"nat_gas_flaring"
"208"	2088.93483703241	17330.0527358288	"nat_gas_flaring"
"209"	2089.29705540381	17353.5929089663	"nat_gas_flaring"
"210"	2089.32493675044	17377.1317310616	"nat_gas_flaring"
"211"	2090.16859369699	17400.6297323822	"nat_gas_flaring"
"212"	2090.17858040259	17424.1272511877	"nat_gas_flaring"
"213"	2092.41742110643	17447.5170082945	"nat_gas_flaring"
"214"	2092.7093800197	17470.8927724644	"nat_gas_flaring"
"215"	2093.76214081897	17517.5450352288	"nat_gas_flaring"
"216"	2094.02372261542	17540.8579759367	"nat_gas_flaring"
"217"	2097.65556983549	17587.1906052682	"nat_gas_flaring"
"218"	2099.63151131731	17610.2385943093	"nat_gas_emissions"
"219"	2099.81191667828	17633.2781419795	"nat_gas_flaring"
"220"	2100.64930487012	17679.3017557614	"nat_gas_flaring"
"221"	2100.82313542398	17702.2940812901	"nat_gas_flaring"
"222"	2103.3571371419	17771.0246381384	"nat_gas_flaring"
"223"	2105.09339558024	17816.6460733274	"nat_gas_flaring"
"224"	2106.68136221741	17839.3679330764	"nat_gas_flaring"
"225"	2109.83808415736	17997.8691733114	"nat_gas_emissions"
"226"	2110.65212056278	18020.4106689278	"nat_gas_flaring"
"227"	2110.913129939	18042.9403911766	"nat_gas_flaring"
"228"	2116.86630430988	18109.8968689848	"nat_gas_emissions"
"229"	2117.4975094368	18132.1329003952	"nat_gas_flaring"
"230"	2117.72066616021	18154.3590884982	"nat_gas_flaring"
"231"	2122.32036969867	18309.2562354927	"nat_gas_flaring"
"232"	2124.41576702282	18375.1577654078	"nat_gas_flaring"
"233"	2125.12338077749	18440.8855829048	"nat_gas_flaring"
"234"	2128.24893286184	18528.0894632199	"nat_gas_emissions"
"235"	2129.97361867506	18593.2208797497	"nat_gas_flaring"
"236"	2130.75642546908	18614.8842622768	"nat_gas_flaring"
"237"	2132.02066079976	18723.0581682845	"nat_gas_flaring"
"238"	2132.19821602128	18744.660743627	"nat_gas_emissions"
"239"	2133.1765183046	18787.7863614374	"nat_gas_flaring"
"240"	2135.94891403664	18830.7483340401	"nat_gas_emissions"
"241"	2136.25997201788	18852.1811065322	"nat_gas_flaring"
"242"	2137.90850354527	18873.5455870582	"nat_gas_flaring"
"243"	2138.00194358561	18894.9062074637	"nat_gas_flaring"
"244"	2138.36740497376	18916.2517412314	"nat_gas_flaring"
"245"	2139.47025509527	18937.5518542473	"nat_gas_flaring"
"246"	2140.63430344717	19022.6423158193	"nat_gas_flaring"
"247"	2140.68849517001	19043.8924402741	"nat_gas_flaring"
"248"	2141.81212247858	19065.0966292944	"nat_gas_flaring"
"249"	2141.97927689044	19086.2939987684	"nat_gas_flaring"
"250"	2142.10233381275	19107.4863500856	"nat_gas_flaring"
"251"	2142.41887328412	19128.6658021667	"nat_gas_flaring"
"252"	2143.32128796362	19149.8085509349	"nat_gas_flaring"
"253"	2144.05396834697	19170.9215767749	"nat_gas_flaring"
"254"	2147.94045932105	19254.957356227	"nat_gas_emissions"
"255"	2151.00349371541	19296.6548339826	"nat_gas_flaring"
"256"	2157.03259594783	19317.2525337295	"nat_gas_flaring"
"257"	2157.1549857614	19337.845472661	"nat_gas_flaring"
"258"	2158.11753148018	19358.4010327585	"nat_gas_flaring"
"259"	2158.2519533731	19378.9513816933	"nat_gas_flaring"
"260"	2158.70541831882	19399.4841670796	"nat_gas_flaring"
"261"	2159.50093628979	19419.9862001722	"nat_gas_flaring"
"262"	2159.57773001611	19440.4852686653	"nat_gas_emissions"
"263"	2161.04931863601	19481.4086558955	"nat_gas_flaring"
"264"	2161.52014624632	19522.2637323944	"nat_gas_flaring"
"265"	2161.57213008335	19542.6860539977	"nat_gas_flaring"
"266"	2162.57402927278	19563.0699995692	"nat_gas_flaring"
"267"	2162.83824730705	19583.4438444919	"nat_gas_flaring"
"268"	2165.60150591265	19664.6424458618	"nat_gas_emissions"
"269"	2166.69123019826	19684.8699278804	"nat_gas_flaring"
"270"	2166.73723329351	19705.0956728448	"nat_gas_flaring"
"271"	2169.01310620642	19785.8359437218	"nat_gas_flaring"
"272"	2169.90400311364	19805.9427004703	"nat_gas_flaring"
"273"	2171.34725647722	19825.9956100593	"nat_gas_emissions"
"274"	2171.63170578744	19846.0379349623	"nat_gas_flaring"
"275"	2173.94464470648	19886.0311795969	"nat_gas_flaring"
"276"	2176.14507787364	19905.9067794599	"nat_gas_flaring"
"277"	2177.99419281634	19945.5782177103	"nat_gas_flaring"
"278"	2179.11591405905	19965.3453160182	"nat_gas_flaring"
"279"	2179.75620634667	19985.0891570999	"nat_gas_flaring"
"280"	2180.37464933021	20004.8105773147	"nat_gas_flaring"
"281"	2180.8972781143	20024.5130829388	"nat_gas_flaring"
"282"	2180.99536944347	20044.2120418429	"nat_gas_emissions"
"283"	2182.0610425724	20103.2384024884	"nat_gas_flaring"
"284"	2182.16996470258	20122.8949726779	"nat_gas_flaring"
"285"	2183.91221494241	20162.1454170793	"nat_gas_flaring"
"286"	2184.80208087722	20201.2877469862	"nat_gas_flaring"
"287"	2185.01096010202	20240.402212733	"nat_gas_flaring"
"288"	2185.52741853811	20259.9384436645	"nat_gas_flaring"
"289"	2185.99680158752	20298.9933556262	"nat_gas_flaring"
"290"	2187.01818756339	20318.4765420678	"nat_gas_flaring"
"291"	2187.11598040903	20337.9562571363	"nat_gas_emissions"
"292"	2188.23529897771	20357.3963119308	"nat_gas_emissions"
"293"	2189.02937024102	20396.241921316	"nat_gas_flaring"
"294"	2189.97324065429	20435.0273442607	"nat_gas_flaring"
"295"	2191.0599566878	20473.7200456306	"nat_gas_emissions"
"296"	2192.69003813434	20531.6211813368	"nat_gas_flaring"
"297"	2196.21688704827	20589.1792030475	"nat_gas_flaring"
"298"	2199.11535437219	20646.5034228506	"nat_gas_flaring"
"299"	2200.15583786537	20665.5292171749	"nat_gas_flaring"
"300"	2202.78441285721	20703.440767541	"nat_gas_flaring"
"301"	2204.99835590645	20741.1932047596	"nat_gas_flaring"
"302"	2207.73223199596	20835.2141752623	"nat_gas_flaring"
"303"	2208.02524593435	20891.5028316492	"nat_gas_flaring"
"304"	2208.51158678683	20928.9980919681	"nat_gas_flaring"
"305"	2208.87293057289	20947.7300667834	"nat_gas_flaring"
"306"	2208.92126752944	20966.4604332152	"nat_gas_flaring"
"307"	2209.05895222921	20985.1862195166	"nat_gas_emissions"
"308"	2209.21046525231	21003.9069678147	"nat_gas_flaring"
"309"	2209.3130489543	21022.6243063396	"nat_gas_flaring"
"310"	2210.36926530154	21041.3065967505	"nat_gas_emissions"
"311"	2213.01102345628	21115.8321201248	"nat_gas_flaring"
"312"	2214.52968247277	21134.3774023166	"nat_gas_emissions"
"313"	2214.93999447513	21152.9092620492	"nat_gas_flaring"
"314"	2216.06053524223	21189.9104759067	"nat_gas_flaring"
"315"	2216.23925187055	21208.3999386486	"nat_gas_flaring"
"316"	2216.42003752616	21226.8835147067	"nat_gas_flaring"
"317"	2218.63766040862	21263.7376193555	"nat_gas_flaring"
"318"	2218.76475661585	21282.1451262048	"nat_gas_emissions"
"319"	2218.80975658215	21300.5511781752	"nat_gas_flaring"
"320"	2219.33552844231	21318.9402456152	"nat_gas_flaring"
"321"	2220.21559280403	21355.6786836349	"nat_gas_flaring"
"322"	2220.66746946631	21374.0248394015	"nat_gas_flaring"
"323"	2221.46569076477	21410.6681925341	"nat_gas_flaring"
"324"	2222.11200450729	21428.9679952738	"nat_gas_emissions"
"325"	2223.32664572155	21447.228971047	"nat_gas_flaring"
"326"	2223.91889163473	21483.7203193971	"nat_gas_flaring"
"327"	2224.06837370781	21501.9576519319	"nat_gas_flaring"
"328"	2224.11888893502	21520.1933760832	"nat_gas_flaring"
"329"	2225.28479591883	21556.6113000771	"nat_gas_flaring"
"330"	2225.58703026211	21574.8003811051	"nat_gas_flaring"
"331"	2226.5980719309	21611.1436013001	"nat_gas_flaring"
"332"	2227.14596950041	21629.2833692881	"nat_gas_flaring"
"333"	2227.86087500046	21647.4005966853	"nat_gas_emissions"
"334"	2231.44374538312	21701.4680169495	"nat_gas_flaring"
"335"	2231.69559484487	21719.4651213155	"nat_gas_flaring"
"336"	2234.5174829594	21737.3746652804	"nat_gas_flaring"
"337"	2237.23524883289	21790.9048178448	"nat_gas_flaring"
"338"	2237.56686701121	21808.7205287127	"nat_gas_flaring"
"339"	2237.96080594532	21826.524176704	"nat_gas_flaring"
"340"	2239.48124060072	21862.0468177999	"nat_gas_emissions"
"341"	2239.48818361567	21879.8038226678	"nat_gas_flaring"
"342"	2239.6172069096	21897.5568966404	"nat_gas_emissions"
"343"	2242.00319278313	21950.6725436075	"nat_gas_flaring"
"344"	2245.32191018241	21985.8420703462	"nat_gas_flaring"
"345"	2246.46018620729	22020.9472921443	"nat_gas_flaring"
"346"	2247.72417392797	22038.4562199316	"nat_gas_flaring"
"347"	2248.29941045318	22055.9480345179	"nat_gas_flaring"
"348"	2248.59387476941	22073.4310994977	"nat_gas_flaring"
"349"	2249.17051489094	22108.3758387763	"nat_gas_flaring"
"350"	2249.62910674281	22125.8282004201	"nat_gas_emissions"
"351"	2251.1606434756	22143.23530179	"nat_gas_emissions"
"352"	2252.34015078787	22195.3819901418	"nat_gas_flaring"
"353"	2254.58857214289	22212.6884867741	"nat_gas_flaring"
"354"	2256.09832082066	22264.5488134842	"nat_gas_flaring"
"355"	2256.10606245116	22281.8110795686	"nat_gas_flaring"
"356"	2257.12276622104	22316.3039857308	"nat_gas_flaring"
"357"	2258.50288574315	22333.4967696453	"nat_gas_flaring"
"358"	2258.68217716772	22350.6843745648	"nat_gas_flaring"
"359"	2260.249389046	22402.1870734004	"nat_gas_emissions"
"360"	2261.4294127443	22487.8003642558	"nat_gas_flaring"
"361"	2262.01464596577	22504.8921738503	"nat_gas_flaring"
"362"	2264.50766648723	22521.9128928914	"nat_gas_flaring"
"363"	2265.49606550554	22538.9055617232	"nat_gas_flaring"
"364"	2265.85150251779	22555.8881620738	"nat_gas_flaring"
"365"	2266.34491999356	22572.8568016552	"nat_gas_flaring"
"366"	2267.54829301038	22606.7474171758	"nat_gas_flaring"
"367"	2270.4821445405	22657.3471046223	"nat_gas_flaring"
"368"	2271.98683240711	22691.0016070936	"nat_gas_flaring"
"369"	2272.8567177407	22707.787759476	"nat_gas_flaring"
"370"	2273.00383055487	22724.5698265642	"nat_gas_flaring"
"371"	2275.03535633067	22741.2956457423	"nat_gas_emissions"
"372"	2275.91065427565	22774.7070608201	"nat_gas_flaring"
"373"	2276.54532120108	22808.0871418525	"nat_gas_flaring"
"374"	2276.55584976996	22824.7710653758	"nat_gas_flaring"
"375"	2277.15178944649	22841.4386155544	"nat_gas_flaring"
"376"	2278.30604896888	22858.0745278832	"nat_gas_emissions"
"377"	2278.67940199321	22874.7002279215	"nat_gas_flaring"
"378"	2278.7676589972	22891.3235153845	"nat_gas_flaring"
"379"	2280.3823627902	22957.7148816823	"nat_gas_flaring"
"380"	2280.83891939855	22974.2817148823	"nat_gas_flaring"
"381"	2281.00701742435	22990.843980273	"nat_gas_flaring"
"382"	2282.25474825411	23023.9219622736	"nat_gas_flaring"
"383"	2282.41861901695	23056.9724438147	"nat_gas_emissions"
"384"	2283.57346032249	23089.9655420355	"nat_gas_flaring"
"385"	2283.62473247977	23106.4569420464	"nat_gas_flaring"
"386"	2283.87523328919	23122.9415868464	"nat_gas_flaring"
"387"	2284.00412818879	23139.4227575379	"nat_gas_flaring"
"388"	2285.02373559648	23155.8764892059	"nat_gas_flaring"
"389"	2285.53998503328	23172.3163566075	"nat_gas_flaring"
"390"	2286.58883838805	23205.1491905116	"nat_gas_emissions"
"391"	2288.33245632161	23221.5143967484	"nat_gas_flaring"
"392"	2288.46894651659	23237.8759680382	"nat_gas_flaring"
"393"	2289.5772108459	23270.5685120974	"nat_gas_flaring"
"394"	2290.03308648123	23286.888522756	"nat_gas_flaring"
"395"	2290.53082025358	23303.1953446695	"nat_gas_flaring"
"396"	2290.71308385331	23319.4973414322	"nat_gas_flaring"
"397"	2291.92679363438	23352.0493890267	"nat_gas_flaring"
"398"	2294.13787810534	23400.7741764716	"nat_gas_flaring"
"399"	2295.63837601564	23449.3037576223	"nat_gas_emissions"
"400"	2296.71759857921	23497.7695306284	"nat_gas_flaring"
"401"	2297.14502593178	23513.9027470667	"nat_gas_emissions"
"402"	2297.52740788964	23546.1547562481	"nat_gas_flaring"
"403"	2299.08888405203	23578.3390983314	"nat_gas_flaring"
"404"	2300.52745483593	23610.4528736738	"nat_gas_emissions"
"405"	2300.79666025531	23626.4915458799	"nat_gas_flaring"
"406"	2302.32537611155	23658.4978571369	"nat_gas_flaring"
"407"	2302.3825637858	23674.4957530273	"nat_gas_emissions"
"408"	2304.47626658766	23754.3614973782	"nat_gas_flaring"
"409"	2307.95523954913	23802.0832280884	"nat_gas_flaring"
"410"	2308.38041895225	23817.9284439196	"nat_gas_flaring"
"411"	2309.00271997373	23833.7579562484	"nat_gas_emissions"
"412"	2313.02451053393	23928.3683421514	"nat_gas_flaring"
"413"	2314.79884483513	23959.7695041295	"nat_gas_flaring"
"414"	2314.93876336484	23975.450503999	"nat_gas_flaring"
"415"	2316.92384568452	24006.737628667	"nat_gas_flaring"
"416"	2317.00591233674	24022.3674497716	"nat_gas_flaring"
"417"	2320.25442186703	24053.4982465486	"nat_gas_flaring"
"418"	2320.88031854365	24100.1218495073	"nat_gas_flaring"
"419"	2321.84218169681	24115.6330040727	"nat_gas_flaring"
"420"	2322.5191296109	24146.6350765864	"nat_gas_emissions"
"421"	2322.68347076358	24162.1257403453	"nat_gas_flaring"
"422"	2324.59472625968	24177.5700183223	"nat_gas_flaring"
"423"	2325.26450765684	24192.9980950347	"nat_gas_emissions"
"424"	2325.97616759557	24223.8279601853	"nat_gas_emissions"
"425"	2326.48476374209	24254.6341867574	"nat_gas_flaring"
"426"	2326.73374201129	24270.0268223738	"nat_gas_emissions"
"427"	2326.97108390901	24285.413745393	"nat_gas_flaring"
"428"	2327.15561767534	24300.7962292736	"nat_gas_flaring"
"429"	2327.43659855361	24316.1719579432	"nat_gas_flaring"
"430"	2327.84907242229	24346.91288597	"nat_gas_flaring"
"431"	2328.39748422169	24377.6222624193	"nat_gas_flaring"
"432"	2329.17651377033	24423.6436921673	"nat_gas_flaring"
"433"	2336.08856626331	24499.8508399892	"nat_gas_emissions"
"434"	2336.13289019002	24515.0198913711	"nat_gas_flaring"
"435"	2336.59030627105	24530.1781987508	"nat_gas_flaring"
"436"	2337.21978438442	24545.3217411695	"nat_gas_flaring"
"437"	2337.85821113946	24575.5812109503	"nat_gas_emissions"
